264157367481012224	577546457	9	11	negative	At least I'm going to eastern tomorrow. Livonia can scratch my balls.
263553226576633856	32864602	0	14	objective	Glow in the Dark T-Shirt Workshop at Grange Playcentre on Thur 1.11.12 (tomorrow) 10-11.30 am
264064628336779264	242906865	0	10	objective	Vanessa and denies are coming shopping with me on black friday.!
241711277532119040	757089673	0	0	positive	happy 15th anniversity kuya gloc9 you are number 1 rapper and francis M. .........
241711277532119040	757089673	1	6	objective	happy 15th anniversity kuya gloc9 you are number 1 rapper and francis M. .........
241711277532119040	757089673	7	8	positive	happy 15th anniversity kuya gloc9 you are number 1 rapper and francis M. .........
241711277532119040	757089673	9	13	objective	happy 15th anniversity kuya gloc9 you are number 1 rapper and francis M. .........
209857634889764864	40256296	0	28	objective	That's it for the week. I'll talk again later after I my mb and cs class. In other news SimCity is a passalong and venus goes over the sun.
264251347195551744	76587091	0	3	positive	Can't wait to see @Dynamomagician in South Africa on the 14th dude is on another level... check this out http://www.youtube.com/watch?v=-tWW3IHZgSg …
264251347195551744	76587091	4	10	objective	Can't wait to see @Dynamomagician in South Africa on the 14th dude is on another level... check this out http://www.youtube.com/watch?v=-tWW3IHZgSg …
264251347195551744	76587091	11	15	positive	Can't wait to see @Dynamomagician in South Africa on the 14th dude is on another level... check this out http://www.youtube.com/watch?v=-tWW3IHZgSg …
264251347195551744	76587091	16	19	objective	Can't wait to see @Dynamomagician in South Africa on the 14th dude is on another level... check this out http://www.youtube.com/watch?v=-tWW3IHZgSg …
251727127060303873	733817984	0	14	objective	@PGPackersNews Shield Kids Event October 5th @58 Bar n Grill in Pico Rivera Come n help support the fundraiser 4 abused and abandon children
251727127060303873	733817984	15	16	positive	@PGPackersNews Shield Kids Event October 5th @58 Bar n Grill in Pico Rivera Come n help support the fundraiser 4 abused and abandon children
251727127060303873	733817984	17	19	objective	@PGPackersNews Shield Kids Event October 5th @58 Bar n Grill in Pico Rivera Come n help support the fundraiser 4 abused and abandon children
251727127060303873	733817984	20	20	negative	@PGPackersNews Shield Kids Event October 5th @58 Bar n Grill in Pico Rivera Come n help support the fundraiser 4 abused and abandon children
251727127060303873	733817984	21	21	objective	@PGPackersNews Shield Kids Event October 5th @58 Bar n Grill in Pico Rivera Come n help support the fundraiser 4 abused and abandon children
251727127060303873	733817984	22	22	negative	@PGPackersNews Shield Kids Event October 5th @58 Bar n Grill in Pico Rivera Come n help support the fundraiser 4 abused and abandon children
251727127060303873	733817984	23	23	objective	@PGPackersNews Shield Kids Event October 5th @58 Bar n Grill in Pico Rivera Come n help support the fundraiser 4 abused and abandon children
264003998720348160	58830533	0	8	objective	Spread the word! The Workshop is Dayton, OH is not cancelled! I will be in Ohio tomorrow & I'll be at the party Saturday Night!
264003998720348160	58830533	9	10	positive	Spread the word! The Workshop is Dayton, OH is not cancelled! I will be in Ohio tomorrow & I'll be at the party Saturday Night!
264003998720348160	58830533	11	24	objective	Spread the word! The Workshop is Dayton, OH is not cancelled! I will be in Ohio tomorrow & I'll be at the party Saturday Night!
263984722617712640	394763270	0	14	objective	Busy preparing for Izzy's Mini Masterclasses in the Studio tomorrow. Decadent chocolate ganache torte to welcome our attendees. Good idea?
263984722617712640	394763270	15	15	positive	Busy preparing for Izzy's Mini Masterclasses in the Studio tomorrow. Decadent chocolate ganache torte to welcome our attendees. Good idea?
263984722617712640	394763270	16	17	objective	Busy preparing for Izzy's Mini Masterclasses in the Studio tomorrow. Decadent chocolate ganache torte to welcome our attendees. Good idea?
263984722617712640	394763270	18	18	positive	Busy preparing for Izzy's Mini Masterclasses in the Studio tomorrow. Decadent chocolate ganache torte to welcome our attendees. Good idea?
263984722617712640	394763270	19	19	objective	Busy preparing for Izzy's Mini Masterclasses in the Studio tomorrow. Decadent chocolate ganache torte to welcome our attendees. Good idea?
261119659175206912	62417515	0	0	objective	SimCity delayed, now erecting on March 5: If you were thrilled by the recent lenghty demonstration of SimCity or... http://tinyurl.com/9e8vth9 
261119659175206912	62417515	1	1	negative	SimCity delayed, now erecting on March 5: If you were thrilled by the recent lenghty demonstration of SimCity or... http://tinyurl.com/9e8vth9 
261119659175206912	62417515	2	19	objective	SimCity delayed, now erecting on March 5: If you were thrilled by the recent lenghty demonstration of SimCity or... http://tinyurl.com/9e8vth9 
263998344404291585	427621336	0	14	objective	I miss one day & it seems like they're about to give me ISS tomorrow. #wtf #pt
263998344404291585	427621336	15	15	negative	I miss one day & it seems like they're about to give me ISS tomorrow. #wtf #pt
263998344404291585	427621336	16	16	objective	I miss one day & it seems like they're about to give me ISS tomorrow. #wtf #pt
188863888765370368	247855533	0	5	objective	I wish Stevie TV was on i'd be laughing right now, well,Pandora it is !
188863888765370368	247855533	6	8	positive	I wish Stevie TV was on i'd be laughing right now, well,Pandora it is !
188863888765370368	247855533	9	14	objective	I wish Stevie TV was on i'd be laughing right now, well,Pandora it is !
240515102988697601	550957683	0	8	objective	I will see him perform at club Pulse tomorrow so happy lol my bday... Come party with me having a... http://dlvr.it/242ys9  <via #instagram>
240515102988697601	550957683	9	10	positive	I will see him perform at club Pulse tomorrow so happy lol my bday... Come party with me having a... http://dlvr.it/242ys9  <via #instagram>
240515102988697601	550957683	11	22	objective	I will see him perform at club Pulse tomorrow so happy lol my bday... Come party with me having a... http://dlvr.it/242ys9  <via #instagram>
264165994702979072	407998827	0	20	objective	Early finish tomorrow.. Getting my bike out if it don't rain...then sky fall.. And lots of beers on Saturday... Rest Sunday... Good weekend!
264165994702979072	407998827	21	21	positive	Early finish tomorrow.. Getting my bike out if it don't rain...then sky fall.. And lots of beers on Saturday... Rest Sunday... Good weekend!
264165994702979072	407998827	22	22	objective	Early finish tomorrow.. Getting my bike out if it don't rain...then sky fall.. And lots of beers on Saturday... Rest Sunday... Good weekend!
167545861423890432	321496438	0	2	objective	Euro Parliament may freeze contacts with Duma until Russia holds free and fair elections - Breaking News Buzz http://goo.gl/blv9z 
167545861423890432	321496438	3	3	negative	Euro Parliament may freeze contacts with Duma until Russia holds free and fair elections - Breaking News Buzz http://goo.gl/blv9z 
167545861423890432	321496438	4	20	objective	Euro Parliament may freeze contacts with Duma until Russia holds free and fair elections - Breaking News Buzz http://goo.gl/blv9z 
263996792373387264	859096723	0	20	objective	The total number of Distressed Properties For Sale declined for the 4th straight week to 282 in Fairfax, Loudoun, and Arlington
264155228813795328	574029111	0	22	objective	The word is that Good Morning America will air a piece on the Yoga Face tomorrow betwen 8 and 9 am, Eastern... http://fb.me/yjwcel4U 
263636007587549185	312872826	0	11	objective	WILDCAT WORKOUT OCTOBER 31st in the old gym at 7pm!! #FVSU RrrrrrTttttt
262806394321903616	127448097	0	21	objective	Yes, it is us: " Black Triangle Sighting in Pompano Beach, Florida on October 28th 2012 - basically it... http://bit.ly/XIMOOK  " #aliens
259306906642939904	19724392	0	24	objective	Getting ready to head to Pico Rivera to meet up with my #Halloween stylist @tutus18. Trying to get a look together by tomorrow night!
194202072520990720	68750781	0	0	objective	Photo: Good Monday Morning and Happy World Book Day! :3 (Taken with instagram) http://tmblr.co/ZC_1ByK7_Bu8 
194202072520990720	68750781	1	1	positive	Photo: Good Monday Morning and Happy World Book Day! :3 (Taken with instagram) http://tmblr.co/ZC_1ByK7_Bu8 
194202072520990720	68750781	2	4	objective	Photo: Good Monday Morning and Happy World Book Day! :3 (Taken with instagram) http://tmblr.co/ZC_1ByK7_Bu8 
194202072520990720	68750781	5	5	positive	Photo: Good Monday Morning and Happy World Book Day! :3 (Taken with instagram) http://tmblr.co/ZC_1ByK7_Bu8 
194202072520990720	68750781	6	13	objective	Photo: Good Monday Morning and Happy World Book Day! :3 (Taken with instagram) http://tmblr.co/ZC_1ByK7_Bu8 
187742971859451904	321122648	0	12	objective	Track meet tomorrow South Florence, Timmonsville, and the worlds finnest West Florence #tracknation
263640792415997953	209682819	0	19	objective	@CUTE_AF I'll make you the cd's while at work so you may add it to your collection if you like! lol :) Girl Poetic Justice n Gold Alpinas!
263640792415997953	209682819	20	21	positive	@CUTE_AF I'll make you the cd's while at work so you may add it to your collection if you like! lol :) Girl Poetic Justice n Gold Alpinas!
263640792415997953	209682819	22	27	objective	@CUTE_AF I'll make you the cd's while at work so you may add it to your collection if you like! lol :) Girl Poetic Justice n Gold Alpinas!
257762323924664320	28960735	0	20	objective	Planned maintenance for the PlayStation Network scheduled for Monday, October 15th from 4AM to 4PM Pacific Time 7AM to 7PM Eastern#reminder
260889070509621249	501946653	0	1	positive	Don't forget, Wednesday night is the weekly Amateur contest at Showgirls in Plant City. Come see me emcee! $300 cash prizes.
260889070509621249	501946653	2	13	objective	Don't forget, Wednesday night is the weekly Amateur contest at Showgirls in Plant City. Come see me emcee! $300 cash prizes.
260889070509621249	501946653	14	16	positive	Don't forget, Wednesday night is the weekly Amateur contest at Showgirls in Plant City. Come see me emcee! $300 cash prizes.
260889070509621249	501946653	17	20	objective	Don't forget, Wednesday night is the weekly Amateur contest at Showgirls in Plant City. Come see me emcee! $300 cash prizes.
261685399196405761	412870727	0	16	objective	5 page paper due tomorrow and what am I doing with my time? Watching the Animal Planet. #weeeeeee
261685399196405761	412870727	17	17	positive	5 page paper due tomorrow and what am I doing with my time? Watching the Animal Planet. #weeeeeee
263816911874314240	170938747	0	0	objective	I'm going to miss the VCU game tomorrow, but it is just the exhibition but I will be sure to make the rest #HAVOC #VCURAMS
263816911874314240	170938747	1	3	negative	I'm going to miss the VCU game tomorrow, but it is just the exhibition but I will be sure to make the rest #HAVOC #VCURAMS
263816911874314240	170938747	4	10	objective	I'm going to miss the VCU game tomorrow, but it is just the exhibition but I will be sure to make the rest #HAVOC #VCURAMS
263816911874314240	170938747	11	11	negative	I'm going to miss the VCU game tomorrow, but it is just the exhibition but I will be sure to make the rest #HAVOC #VCURAMS
263816911874314240	170938747	12	24	objective	I'm going to miss the VCU game tomorrow, but it is just the exhibition but I will be sure to make the rest #HAVOC #VCURAMS
261999318007963648	49756682	0	25	objective	SIU up 2 sets to 0 at Drake (25-16, 27-25), looking to keep sole possession of 4th place in MVC. just underway in the 3rd set
195015914754818048	11282622	0	1	objective	Had a great conversation with a guy at 16th & Mission after he gave me his last book for World Book Day. It was nifty, dude!
195015914754818048	11282622	2	3	positive	Had a great conversation with a guy at 16th & Mission after he gave me his last book for World Book Day. It was nifty, dude!
195015914754818048	11282622	4	23	objective	Had a great conversation with a guy at 16th & Mission after he gave me his last book for World Book Day. It was nifty, dude!
195015914754818048	11282622	24	25	positive	Had a great conversation with a guy at 16th & Mission after he gave me his last book for World Book Day. It was nifty, dude!
192417988778016768	63886917	0	19	objective	Knicks vs Celtics is just a 3pt shootout New York has 9 and there's 5 mins left in the 2nd
257292826776322048	116848357	0	2	negative	Don't get me on the topic of Andrew Breitbart again. I cried like a child last Saturday.
257292826776322048	116848357	3	9	objective	Don't get me on the topic of Andrew Breitbart again. I cried like a child last Saturday.
257292826776322048	116848357	10	14	negative	Don't get me on the topic of Andrew Breitbart again. I cried like a child last Saturday.
257292826776322048	116848357	15	16	objective	Don't get me on the topic of Andrew Breitbart again. I cried like a child last Saturday.
264106058103025665	404654419	0	21	objective	Oh wait if George Osborne gets shipped out to space on the B ark from Douglas Adams' book, he's going to demand an upgrade to 1st class...
264106058103025665	404654419	22	23	negative	Oh wait if George Osborne gets shipped out to space on the B ark from Douglas Adams' book, he's going to demand an upgrade to 1st class...
264106058103025665	404654419	24	24	objective	Oh wait if George Osborne gets shipped out to space on the B ark from Douglas Adams' book, he's going to demand an upgrade to 1st class...
264106058103025665	404654419	25	26	positive	Oh wait if George Osborne gets shipped out to space on the B ark from Douglas Adams' book, he's going to demand an upgrade to 1st class...
259048276672782336	163998890	0	9	objective	#tbt a year ago tomorrow i would have met the amazing Christina Grimmie :) #takemeback http://instagr.am/p/Q8HTXHn5t7/ 
259048276672782336	163998890	10	10	positive	#tbt a year ago tomorrow i would have met the amazing Christina Grimmie :) #takemeback http://instagr.am/p/Q8HTXHn5t7/ 
259048276672782336	163998890	11	15	objective	#tbt a year ago tomorrow i would have met the amazing Christina Grimmie :) #takemeback http://instagr.am/p/Q8HTXHn5t7/ 
261627107552149504	42111972	0	18	objective	Thursday Night Football Open Thread - Buccaneers vs. Vikings: Tonight, the Tampa Bay Buccaneers will take on the... http://sbn.to/VKtSRy 
261160991931375616	190284306	0	17	objective	Free showing of the "Lorax" this Friday night after Trunk or Treat at J.P. Riddle Stadium. http://nixle.us/83JKT 
259884564359548928	19961694	0	4	objective	Mark Martin: Morning! *Yawn* Good weekend so far? 'Like' this status if you're having a lazy Sunday or... http://fb.me/2trRC6Xuu 
259884564359548928	19961694	5	5	positive	Mark Martin: Morning! *Yawn* Good weekend so far? 'Like' this status if you're having a lazy Sunday or... http://fb.me/2trRC6Xuu 
259884564359548928	19961694	6	21	objective	Mark Martin: Morning! *Yawn* Good weekend so far? 'Like' this status if you're having a lazy Sunday or... http://fb.me/2trRC6Xuu 
252498062243680256	342549290	0	6	objective	Cliff Avril leaves Detroit Lions game with back injury: Detroit Lions defensive end Cliff Avril left Sunday's game against the Minnes...
252498062243680256	342549290	7	8	negative	Cliff Avril leaves Detroit Lions game with back injury: Detroit Lions defensive end Cliff Avril left Sunday's game against the Minnes...
252498062243680256	342549290	9	20	objective	Cliff Avril leaves Detroit Lions game with back injury: Detroit Lions defensive end Cliff Avril left Sunday's game against the Minnes...
224570943807307776	20878375	0	6	objective	I tried to get into Breakout Kings. Shit redundant after like the 5th episode lol. No wonder it got cancelled.
224570943807307776	20878375	7	8	negative	I tried to get into Breakout Kings. Shit redundant after like the 5th episode lol. No wonder it got cancelled.
224570943807307776	20878375	9	13	objective	I tried to get into Breakout Kings. Shit redundant after like the 5th episode lol. No wonder it got cancelled.
224570943807307776	20878375	14	19	negative	I tried to get into Breakout Kings. Shit redundant after like the 5th episode lol. No wonder it got cancelled.
156387292737568768	17680681	0	18	objective	Jack Welch and Mort Zuckerman are always on giving 'wisdom'. Isn't their business style part of what made this mess in the 1st. #leansix
156387292737568768	17680681	19	19	negative	Jack Welch and Mort Zuckerman are always on giving 'wisdom'. Isn't their business style part of what made this mess in the 1st. #leansix
156387292737568768	17680681	20	23	objective	Jack Welch and Mort Zuckerman are always on giving 'wisdom'. Isn't their business style part of what made this mess in the 1st. #leansix
261903146836713472	394181065	0	2	positive	Best of luck to @IndianaStateVB at Illinois State tonight! Domination of the 2nd half of the MVC season starts tonight! #rolltimber
261903146836713472	394181065	3	21	objective	Best of luck to @IndianaStateVB at Illinois State tonight! Domination of the 2nd half of the MVC season starts tonight! #rolltimber
264068419480088576	107628564	0	17	objective	@abeer_farhat Vanessa's gonna be at the soccer field tomorrow, not the gym-- she forced me to tell you :)
264068419480088576	107628564	18	18	positive	@abeer_farhat Vanessa's gonna be at the soccer field tomorrow, not the gym-- she forced me to tell you :)
222708587808555008	104504069	0	1	objective	Zionsville students did well on ISTEP! See the results and quotes from school superintendent Scott Robison in tomorrow's paper!
222708587808555008	104504069	2	3	positive	Zionsville students did well on ISTEP! See the results and quotes from school superintendent Scott Robison in tomorrow's paper!
222708587808555008	104504069	4	18	objective	Zionsville students did well on ISTEP! See the results and quotes from school superintendent Scott Robison in tomorrow's paper!
253716160393138177	320428296	0	10	objective	(Native) America day is coming up next Thursday! @CHR1ST1NA_N and I are going all out. #JoinTheTribe #MySoulisNative
253716160393138177	320428296	11	14	positive	(Native) America day is coming up next Thursday! @CHR1ST1NA_N and I are going all out. #JoinTheTribe #MySoulisNative
253716160393138177	320428296	15	16	objective	(Native) America day is coming up next Thursday! @CHR1ST1NA_N and I are going all out. #JoinTheTribe #MySoulisNative
262082580361379840	739945399	0	1	objective	Yeah I'm pretty sure I'm going to Selma tomorrow.
262082580361379840	739945399	2	3	positive	Yeah I'm pretty sure I'm going to Selma tomorrow.
262082580361379840	739945399	4	8	objective	Yeah I'm pretty sure I'm going to Selma tomorrow.
261715161335857153	391763857	0	18	objective	Australian Directioners, little things will be played on the radio at 5pm on Monday afternoon on the hits radio.
241140200753987584	22327576	0	20	objective	I dreamt I sat with @MaryRobinette at a Star Wars event, eating @Alinea's Lamb 86, watching James Lipton interview Ralph McQuarrie.
258709039448457216	274558478	0	19	objective	Rattlestick recommends IMAGINING MADOFF! Check it out on Sunday at 3p at the JCC in Manhattan! More info at http://ow.ly/eyQoL 
236560243843276801	395924563	0	1	objective	@JimGellatly come with me, and you will see @theiqonsband, @Tijuana_Bibles, @Stone_Fox_Chase, and David Taylor at PivoPivo tomorrow night
236560243843276801	395924563	2	4	positive	@JimGellatly come with me, and you will see @theiqonsband, @Tijuana_Bibles, @Stone_Fox_Chase, and David Taylor at PivoPivo tomorrow night
236560243843276801	395924563	5	5	objective	@JimGellatly come with me, and you will see @theiqonsband, @Tijuana_Bibles, @Stone_Fox_Chase, and David Taylor at PivoPivo tomorrow night
236560243843276801	395924563	6	8	positive	@JimGellatly come with me, and you will see @theiqonsband, @Tijuana_Bibles, @Stone_Fox_Chase, and David Taylor at PivoPivo tomorrow night
236560243843276801	395924563	9	18	objective	@JimGellatly come with me, and you will see @theiqonsband, @Tijuana_Bibles, @Stone_Fox_Chase, and David Taylor at PivoPivo tomorrow night
263451293933260800	77088549	0	1	objective	If you fucks w/ #iParty come out this Thursday to Club Signature 2001 S Lumpkin Rd Suite #3DT $3 w/ College ID! EVERYONE ELSE $5 18+ w/ ID!!
263451293933260800	77088549	2	2	negative	If you fucks w/ #iParty come out this Thursday to Club Signature 2001 S Lumpkin Rd Suite #3DT $3 w/ College ID! EVERYONE ELSE $5 18+ w/ ID!!
263451293933260800	77088549	3	27	objective	If you fucks w/ #iParty come out this Thursday to Club Signature 2001 S Lumpkin Rd Suite #3DT $3 w/ College ID! EVERYONE ELSE $5 18+ w/ ID!!
257843953452347392	438152067	0	20	objective	Bbsr: Autorickshaw union calls for 12-hr strike tomorrow in the city protesting against fuel price hike and cap on LPG #Odisha
248915569829613568	182194111	0	18	objective	Pakistan to talk counterterrorism with US, Afghans: Pakistan's foreign minister revealed Thursday that her country would soon hold co...
260805481994543104	900232124	0	24	objective	The earliest you can complete your 2013-2014 FAFSA is January 1st and our priority deadline is March 1st. You must fill one out every year!
256368779594964992	384272833	0	18	objective	PlayStation Network maintenance on October 15: Services going offline, possibly to make way for the new PS Store... http://adf.ly/Db49D 
259983669446455296	99260593	0	3	objective	Tomorrow's Monday and I'm looking forward for it. Will be hanging out with an old Shatec friend of mine, Ying. Manhattan and ice-skating. :D
259983669446455296	99260593	4	5	positive	Tomorrow's Monday and I'm looking forward for it. Will be hanging out with an old Shatec friend of mine, Ying. Manhattan and ice-skating. :D
259983669446455296	99260593	6	22	objective	Tomorrow's Monday and I'm looking forward for it. Will be hanging out with an old Shatec friend of mine, Ying. Manhattan and ice-skating. :D
259983669446455296	99260593	23	23	positive	Tomorrow's Monday and I'm looking forward for it. Will be hanging out with an old Shatec friend of mine, Ying. Manhattan and ice-skating. :D
264070712468320256	911747616	0	2	objective	Finally govt has taken some action hold the LPG price hike.....,,,,, I thing they may be thinking how much more we can increase the price
264070712468320256	911747616	3	5	positive	Finally govt has taken some action hold the LPG price hike.....,,,,, I thing they may be thinking how much more we can increase the price
264070712468320256	911747616	6	26	objective	Finally govt has taken some action hold the LPG price hike.....,,,,, I thing they may be thinking how much more we can increase the price
238301365972119552	253365698	0	16	objective	Walk folder has Monk charts/tracks @FantomK_Music ---- Quartet session this saturday --- listen to the record
260871645546287104	238766652	0	14	objective	And the new Tomb Raider has been given a release date, roll on March 5th.
232905603322884096	439507318	0	2	objective	It is a big day in Henryville as students displaced by the March 2 tornadoes finally return to class at their new... http://dlvr.it/1yr1W4 
232905603322884096	439507318	3	4	positive	It is a big day in Henryville as students displaced by the March 2 tornadoes finally return to class at their new... http://dlvr.it/1yr1W4 
232905603322884096	439507318	5	22	objective	It is a big day in Henryville as students displaced by the March 2 tornadoes finally return to class at their new... http://dlvr.it/1yr1W4 
205234689936592896	517316037	0	22	objective	Australian Directioners! Up All Night Tour DVD will be posted tomorrow, you guys should be getting them some time on Friday or so.
261631092539392000	20645542	0	6	objective	Dee Dee Ramone's exhibition of visual work opens tomorrow! Dee Dee & Shepard Fairey prints for sale at the opening! FRIDAY 8PM-11PM
261631092539392000	20645542	7	8	positive	Dee Dee Ramone's exhibition of visual work opens tomorrow! Dee Dee & Shepard Fairey prints for sale at the opening! FRIDAY 8PM-11PM
261631092539392000	20645542	9	21	objective	Dee Dee Ramone's exhibition of visual work opens tomorrow! Dee Dee & Shepard Fairey prints for sale at the opening! FRIDAY 8PM-11PM
256827998165151744	367155425	0	6	objective	Big Redd, Young Savage and Reed Dollaz will be on stage tomorrow night! Philly it's Going Down!!
256827998165151744	367155425	7	9	positive	Big Redd, Young Savage and Reed Dollaz will be on stage tomorrow night! Philly it's Going Down!!
256827998165151744	367155425	10	16	objective	Big Redd, Young Savage and Reed Dollaz will be on stage tomorrow night! Philly it's Going Down!!
243710849544486912	331237562	0	23	objective	Check out some live jazz music from David Taylor and Tom Ogunribido today from 12-2pm in the LPC Student Center 2nd floor dining area!
264057505871695872	583884742	0	4	objective	@BBCR1 @thewantedmusic arrw how cute is AJ and the boys #IFoundYou ready to be downloaded on sunday! x
264057505871695872	583884742	5	5	positive	@BBCR1 @thewantedmusic arrw how cute is AJ and the boys #IFoundYou ready to be downloaded on sunday! x
264057505871695872	583884742	6	18	objective	@BBCR1 @thewantedmusic arrw how cute is AJ and the boys #IFoundYou ready to be downloaded on sunday! x
263804057913815040	147899715	0	3	objective	#Vbnss Daily Digit: Exchanges lost $1 mln a day - Oct 31 - NYSE, Nasdaq, and the CBOE each lost about $1 million in ... http://ow.ly/2sYaOT 
263804057913815040	147899715	4	4	negative	#Vbnss Daily Digit: Exchanges lost $1 mln a day - Oct 31 - NYSE, Nasdaq, and the CBOE each lost about $1 million in ... http://ow.ly/2sYaOT 
263804057913815040	147899715	5	18	objective	#Vbnss Daily Digit: Exchanges lost $1 mln a day - Oct 31 - NYSE, Nasdaq, and the CBOE each lost about $1 million in ... http://ow.ly/2sYaOT 
263804057913815040	147899715	19	19	negative	#Vbnss Daily Digit: Exchanges lost $1 mln a day - Oct 31 - NYSE, Nasdaq, and the CBOE each lost about $1 million in ... http://ow.ly/2sYaOT 
263804057913815040	147899715	20	25	objective	#Vbnss Daily Digit: Exchanges lost $1 mln a day - Oct 31 - NYSE, Nasdaq, and the CBOE each lost about $1 million in ... http://ow.ly/2sYaOT 
264264628408832000	21137575	0	9	objective	Slept for about 11 hours. I seem to be in quite an odd mood. Ah well, @SoundersFC in play offs tonight (2am) and Jack White on Sunday!!!
264264628408832000	21137575	10	13	negative	Slept for about 11 hours. I seem to be in quite an odd mood. Ah well, @SoundersFC in play offs tonight (2am) and Jack White on Sunday!!!
264264628408832000	21137575	14	26	objective	Slept for about 11 hours. I seem to be in quite an odd mood. Ah well, @SoundersFC in play offs tonight (2am) and Jack White on Sunday!!!
180732852973993984	25152395	0	3	objective	Stevie from Stevie TV inspired my look for the party... I can't wait to go jet black!
180732852973993984	25152395	4	4	positive	Stevie from Stevie TV inspired my look for the party... I can't wait to go jet black!
180732852973993984	25152395	5	10	objective	Stevie from Stevie TV inspired my look for the party... I can't wait to go jet black!
180732852973993984	25152395	11	12	positive	Stevie from Stevie TV inspired my look for the party... I can't wait to go jet black!
180732852973993984	25152395	13	16	objective	Stevie from Stevie TV inspired my look for the party... I can't wait to go jet black!
263533649285218304	577067868	0	1	objective	Gadkari on attack mode, says ready for any probe: BJP president Nitin Gadkari on Wednesday took on the Congress ... http://bit.ly/T4iSZA 
263533649285218304	577067868	2	2	negative	Gadkari on attack mode, says ready for any probe: BJP president Nitin Gadkari on Wednesday took on the Congress ... http://bit.ly/T4iSZA 
263533649285218304	577067868	3	20	objective	Gadkari on attack mode, says ready for any probe: BJP president Nitin Gadkari on Wednesday took on the Congress ... http://bit.ly/T4iSZA 
257824517202771969	198814114	0	0	objective	the lovely @GBarlowofficial is apparently coming to St David's Hall in January. SWOOOOOOOOOOOOONNNNN
257824517202771969	198814114	1	1	positive	the lovely @GBarlowofficial is apparently coming to St David's Hall in January. SWOOOOOOOOOOOOONNNNN
